Sl.NO,wkt_geom,gid,ss_name,volt_ratio,ss_type,ss_code,cir_code,region_id,cir_name,show
643,Point (78.96937786114605728 10.2007299594366323),276424,ALIYANILAI,110/33-11,NONGRID,6302,446,6,PUDUKOTTAI,Y
644,Point (78.6679201777977255 10.57830292041535003),276429,PAKKUDY,110/33-11,NONGRID,6340,446,6,PUDUKOTTAI,Y
645,Point (77.83360213545178397 12.72466063176531392),276642,MINNAGAR,110/33-11,NON GRID,7536,421,8,KRISHNAGIRI,Y
646,Point (78.52795258610738927 12.27288632887572106),276636,UTHANGARAI,110/33-11,NON GRID,7539,421,8,KRISHNAGIRI,N
647,Point (78.2040944621055587 12.52279736528776333),276637,KRISHNAGIRI SS,110/33-11,NON GRID,7502,421,8,KRISHNAGIRI,Y
648,Point (78.56921372588503516 10.62495689763438023),276418,VADUGAPPATTY,110/33-11,NONGRID,6330,446,6,PUDUKOTTAI,Y
649,Point (79.187170262932014 9.98702541576388647),276422,KODIKULAM,110/33-11,NONGRID,6320,446,6,PUDUKOTTAI,Y
650,Point (77.15668806492486453 11.48819547111303407),267616,BHAVANISAGAR SS,110/33-11,NON GRID,4109,436,4,GOBI,Y
651,Point (77.00370278512221489 11.76418105691426419),267617,THALAVADI SS,110/33-11,NON GRID,4114,436,4,GOBI,N
652,Point (78.34716021596454993 12.45555811312265249),276646,Thogarapalli,110/33-11,NON GRID,7543,421,8,KRISHNAGIRI,Y
653,Point (78.18272890205615511 12.15280033240931878),276566,DHARMAPURI,110/33-11,NON GRID,7110,420,8,DHARMAPURI,Y
654,Point (78.36293483403409255 11.92193765648144321),276578,PAPPIREDDIPATTI,110/33-11,NON GRID,7171,420,8,DHARMAPURI,Y
655,Point (78.21015808812069281 12.30441642677983083),276586,karimangalam ss,110/33-11,NON GRID,7174,420,8,DHARMAPURI,Y
656,Point (78.38175798681132278 12.03263363921093898),276583,RAMIYANA HALLI,110/33-11,GRID,7111,420,8,DHARMAPURI,Y
657,Point (79.43415609439362868 13.10093834815734049),276515,SHOLINGHUR  SS,110/33-11,NON GRID,7408,412,8,VELLORE,Y
658,Point (79.63029130729471206 13.13731170615963606),276527,ITCHIPUDUR SS,110/33-11,NON GRID,7448,412,8,VELLORE,Y
659,Point (79.69224246317584459 13.0931323638469248),276535,MOSUR SS,110/33-11,Grid,7411,412,8,VELLORE,Y
660,Point (80.20557214879852381 12.8798192461149732),273464,TNSCB SS,110/33-11,Non-Grid,9412,401,9,Chennai-South 2,Y
661,Point (80.11820141321146593 12.94670423057374897),273455,MEPZ SS,110/33-11,Non-Grid,9401,401,9,Chennai-South 2,Y
662,Point (80.09077936680090204 12.89726316272196271),273469,SRIRAM SS,110/33-11,Non-Grid,9435,401,9,Chennai-South 2,Y
663,Point (80.12140708228704966 12.93824880054090087),273465,KADAPERI SS,110/33-11,Non-Grid,9400,401,9,Chennai-South 2,Y
664,Point (80.16344096848295919 12.90254696178401517),273466,MADAMBAKKAM SS,110/33-11,Non-Grid,9409,401,9,Chennai-South 2,Y
665,Point (79.39382133486054727 10.9524451366026021),276117,Urban Kumbakonam SS,110/33-11,NON-GRID,6451,444,6,THANJAVUR,Y
666,Point (79.09443082956394733 10.75408945075831824),276120,Thanjavur Grid SS,110/33-11,Grid,6401,444,6,THANJAVUR,Y
667,Point (78.33595251574833185 12.54670324649467794),276591,bargur,110/33-11,NON GRID,7510,421,8,KRISHNAGIRI,Y
668,Point (77.79037948912035461 12.51845594582655075),276594,DENKANIKOTTAI SS,110/33-11,NON GRID,7551,421,8,KRISHNAGIRI,Y
669,Point (78.0817500 12.3518916),276587,VELLICHANDEI,110/33-11,GRID,7107,420,8,DHARMAPURI,Y
670,Point (77.84621858649013859 12.83782451524893276),276590,Bagalur SS,110/33-11,NON GRID,7500,421,8,KRISHNAGIRI,Y
671,Point (80.22673768540366268 12.89239149813300322),273444,SHOLINGANALLUR SS,110/33-11,Line tap,9403,401,9,Chennai-South 2,Y
672,Point (80.10769459385956281 13.41934644272673971),433,SIPCOT II SS,110/33-11,NON-GRID,2123,404,1,Chennai-North,Y
673,Point (78.34306373755713082 12.30420746275846788),276611,Pocampally,110/33-11,NON GRID,7503,421,8,KRISHNAGIRI,N
674,Point (78.40917774260891804 12.2943025962360597),276612,POCHAMPALLY SIPCOTss,110/33-11,NON GRID,7540,421,8,KRISHNAGIRI,Y
675,Point (77.76173227422587786 12.67455698344353721),276605,Kempatty,110/33-11,NON GRID,7501,421,8,KRISHNAGIRI,Y
676,Point (77.92641689312483777 12.60871884703465895),276617,Uddanapally SS,110/33-11,NON GRID,7506,421,8,KRISHNAGIRI,Y
677,Point (77.99180096578430721 12.66894307166234412),276615,Shoolagiri,400/230,NON GRID,7504,421,8,KRISHNAGIRI,Y
678,Point (79.38189045230355134 10.56183361581470059),276140,Vadaseri SS,110/33-11,NON-GRID,6410,444,6,THANJAVUR,Y
679,Point (79.53355387146122268 11.09291717419423584),276185,Mullugudi SS,110/33-11,NON-GRID,6465,444,6,THANJAVUR,Y
680,Point (77.93647513513218428 12.81725827533066386),276631,Nagariganapuram,110/33-11,NON GRID,7537,421,8,KRISHNAGIRI,Y
681,Point (79.6058773022690076 11.20169057869954976),276189,MANELMEDU,110/33-11,NON GRID,6251,445,6,NAGAI,Y
682,Point (79.32881840252922245 11.0011894971466031),276126,Thirupurambiyam,110/33-11,NON-GRID,6433,444,6,THANJAVUR,Y
683,Point (79.16144531258878203 10.66096182971119077),276134,Eachankottai SS,110/33-11,NON-GRID,6417,444,6,THANJAVUR,Y
684,Point (79.41126576797243786 10.45940669402189904),276135,Madukkur SS,110/33-11,NON-GRID,6408,444,6,THANJAVUR,Y
685,Point (79.18778783884717143 10.88992325245848214),276133,Ayyampettai SS,110/33-11,NON-GRID,6405,444,6,THANJAVUR,Y
686,Point (79.24398555182398241 10.76994435738294342),276138,Poondy SS,110/33-11,NON-GRID,6443,444,6,THANJAVUR,Y
687,Point (79.38951776109337288 10.94376848096150567),276139,Sakkottai SS,110/33-11,NON-GRID,6402,444,6,THANJAVUR,Y
688,Point (79.24669502958518308 10.62361053162137203),276136,Orathanadu SS,110/33-11,NON-GRID,6406,444,6,THANJAVUR,Y
689,Point (79.17250340871994752 10.3049307334187521),276137,Peravurani SS,110/33-11,NON-GRID,6407,444,6,THANJAVUR,Y
690,Point (78.28747587595414359 10.54629369464721478),276218,VAIYAMPATTY SS,110/33-11,NON-GRID,6627,442,6,TRICHY METRO,Y
691,Point (78.67211241854616333 10.79887689092905312),276217,TRICHY,110/33-11,GRID,6602,442,6,TRICHY METRO,Y
692,Point (80.25382600915516207 13.02228372657362776),69,R.A.PURAM,110/33-11,Non-Grid,2204,402,1,Chennai-Central,Y
693,Point (80.24261093569363368 13.05240208988703543),73,VALLUVAR KOTTAM SS,110/33-11,Non-Grid,2205,402,1,Chennai-Central,Y
694,Point (80.24160391154110528 13.03237657634076108),74,NANDANAM SS,110/33-11,Non-Grid,2206,402,1,Chennai-Central,Y
695,Point (78.7340147467217264 10.79116722638914538),276239,Ambikapuram SS,110/33-11,NON GRID,6604,442,6,TRICHY METRO,Y
696,Point (78.30805433515595837 10.98867961140153149),276242,THOTTIYAM SS,110/33-11,NON GRID,6641,442,6,TRICHY METRO,Y
697,Point (78.6839514880765023 10.75685334830298245),276198,K SATHANUR,110/33-11,NON-GRID,6616,442,6,TRICHY METRO,Y
698,Point (78.61199867438612898 10.69320855034174755),276195,ALUNDUR,110/33-11,OUTDOOR,6618,442,6,TRICHY METRO,Y
699,Point (78.68303833852279183 10.84561226413658908),276200,KAMBARASAMPETTAI,110/33-11,NON-GRID,6601,442,6,TRICHY METRO,Y
700,Point (78.43277475954154454 10.63698940573322105),276201,MANAPPARAI,110/33-11,NON-GRID,6607,442,6,TRICHY METRO,Y
701,Point (79.5368689087519698 11.4220610625170611),277188,SETHIYATHOPE,110/33-11,NON GRID,8105,418,2,CUDDALORE,Y
702,Point (79.55998032648162166 11.27263617382672578),277186,KATTUMANNARKOIL,110/33-11,NON GRID,8115,418,2,CUDDALORE,Y
703,Point (79.2302279184525986 11.40008715344149337),277193,PENNADAM,110/33-11,NON GRID,8120,418,2,CUDDALORE,Y
704,Point (79.55509634816733922 12.24946145838544531),277225,ELAMANGALAM SS,110/33-11,GRID,8310,416,2,VILLUPURAM,Y
705,Point (79.68330558584592893 11.39827305921082612),277174,CHIDAMBARAM,110/33-11,NON GRID,8103,418,2,CUDDALORE,Y
706,Point (79.55325024697738456 11.58832678689314122),277181,VADAKUTHU,110/33-11,NON GRID,8112,418,2,CUDDALORE,Y
707,Point (79.71574675101540208 11.48368205788711549),277185,B MUTLUR,110/33-11,NON GRID,8114,418,2,CUDDALORE,Y
708,Point (79.27262369131983633 11.69756368946429603),277287,ULUNDURPET SS,110/33-11,NON GRID,8414,417,2,KALLAKURICHI,Y
709,Point (79.31042388782717012 12.32964549789571329),277248,THAYANUR SS,110/33-11,GRID,8354,416,2,VILLUPURAM,Y
710,Point (79.66134315851063263 12.21657127242614926),277259,TINDIVANAM SS,110/33-11,NON GRID,8307,416,2,VILLUPURAM,Y
711,Point (79.41142500936091153 12.26327411721371519),277270,GINGEE,110/33-11,NON GRID,8311,416,2,VILLUPURAM,Y
712,Point (80.1454597150962087 13.32597336849855019),474,DURAI NALLUR SS,110/33-11,NON-GRID,2124,404,1,Chennai-North,Y
713,Point (80.31579946248014323 13.21005872410043303),485,ENNORE SS,110/33-11,Grid,2120,404,1,Chennai-North,Y
714,Point (80.27323746581549813 13.26036373037983473),481,MELUR SS,110/33-11,Non-Grid,2111,404,1,Chennai-North,Y
715,Point (80.11931065686663089 13.1264554959210713),539,AVADI SS,110/33-11,Non-Grid,9302,406,1,Chennai-West,Y
716,Point (80.1720203919554848 13.25366370713761377),537,SOTHUPERUMBEDU SS,110/33-11,Non-Grid,9317,406,1,Chennai-West,Y
717,Point (80.15002999863860111 13.29802995880175942),451,PANJETTY SS,110/33-11,NON-GRID,2121,404,1,Chennai-North,Y
718,Point (80.11685475260878775 13.42168224438348467),453,SIPCOT IV SS,110/33-11,NON-GRID,2140,404,1,Chennai-North,Y
719,Point (80.1034758810395715 13.40310878018893703),445,SIPCOT III SS,110/33-11,NON-GRID,2139,404,1,Chennai-North,Y
720,Point (80.28580812957964952 13.12459669819518915),457,RKNAGAR ,110/33-11,Non-Grid,2144,404,1,Chennai-North,Y
721,Point (80.24383065214360045 13.12499216286788695),427,SEMBIUM SS,110/33-11,Grid,2117,404,1,Chennai-North,Y
722,Point (80.16212886879334576 13.09462230387765302),560,AMBATTUR IIIrd MAIN ROAD SS,110/33-11,Grid,9332,406,1,Chennai-West,Y
723,Point (80.1904384560185548 13.11129497784001607),567,PADI SS,110/33-11,Non-Grid,9304,406,1,Chennai-West,Y
724,Point (80.11512007101335087 13.06936070930574623),561,THIRUVERKADU SS,110/33-11,Non-Grid,9334,406,1,Chennai-West,Y
725,,267624,THINGALORE SS,110/33-11,Non-Grid,4322,426,4,ERODE,Y
726,Point (78.92840641722283124 12.26662435685537034),277098,VINNAVANUR,110/33-11,GRID,8214,414,2,THIRUVANNAMALAI,Y
727,Point (78.95293455402807581 12.38128284516773547),277099,KANJI,110/33-11,NON GRID,8210,414,2,THIRUVANNAMALAI,Y
728,Point (79.26957189450983776 12.66391194069827897),277102,ARNI,110/33-11,NON GRID,8206,414,2,THIRUVANNAMALAI,Y
729,Point (79.17436395995531484 12.64958275994638903),277084,SANTHAVASAL,110/33-11,NON GRID,8205,414,2,THIRUVANNAMALAI,Y
730,Point (79.35270942004120798 12.45505185880989529),277089,CHETPET,110/33-11,NON GRID,8218,414,2,THIRUVANNAMALAI,Y
731,Point (77.89537387247912648 11.75529187098670292),267664,NANGAVALLY,110/33-11,NON GRID,4204,422,4,METTUR,Y
732,Point (79.61991961990733557 12.5010055444990229),277111,VANDAVASI,110/33-11,NON GRID,8230,414,2,THIRUVANNAMALAI,Y
733,Point (79.12633272159052922 12.50714469976847987),277125,POLUR,110/33-11,NON GRID,8203,414,2,THIRUVANNAMALAI,Y
734,Point (79.51571106700313862 12.72506086304819917),277129,SIRUNGATTUR,110/33-11,GRID,8221,414,2,THIRUVANNAMALAI,Y
735,Point (79.21721547401766372 12.24985933577934283),277137,KILPENNATHUR,110/33-11,NON GRID,8228,414,2,THIRUVANNAMALAI,Y
736,Point (79.65046311774909782 12.72445934748252583),277130,MANGAL,110/33-11,NON GRID,8257,414,2,THIRUVANNAMALAI,Y
737,Point (78.79455668371917909 12.30585688624485385),277132,CHENGAM,110/33-11,NON GRID,8209,414,2,THIRUVANNAMALAI,Y
738,Point (79.16952509921520686 12.32499941549730949),277144,MANGALAM,110/33-11,NON GRID,8216,414,2,THIRUVANNAMALAI,Y
739,Point (79.03903022292335834 12.20633012593373934),277142,SAMUDIRAM,110/33-11,NON GRID,8255,414,2,THIRUVANNAMALAI,Y
740,Point (79.06948600489215551 12.2562827912626009),277158,TIRUVANNAMALAI,110/33-11,NON GRID,8215,414,2,THIRUVANNAMALAI,Y
741,Point (79.6147950157932911 11.6458532292727952),277165,KORANAPATTU,110/33-11,NON-GRID,8141,418,2,CUDDALORE,Y
742,Point (79.33843943238608176 11.51040025831454372),277167,VRIDHACHALAM,110/33-11,NON GRID,8106,418,2,CUDDALORE,Y
743,Point (79.12740173203945915 11.53901150432181844),277164,VEPPUR,110/33-11,NON GRID,8107,418,2,CUDDALORE,Y
744,Point (77.64147492624465485 11.20647104204782352),267730,THANEERPANDAL SS,110/33-11,Non-Grid,4357,426,4,ERODE,Y
745,Point (77.80733779337840872 11.13373801941913399),267731,SIVAGIRI SS,110/33-11,Non-Grid,4305,426,4,ERODE,Y
746,Point (77.3420364110941847 11.08612530165580523),277055,SANTHAIPET SS,110/33-11,Non-Grid,1614,438,3,TIRUPUR,Y
747,Point (77.6696857857639742 8.5452587720630202),277524,KARANTHANERI SS,110/33-11,NON GRID,5404,472,7,TIRUNELVELI,Y
748,Point (77.44504001605083943 11.17002338013432805),277060,UTHUKULI SS,110/33-11,Non-Grid,1605,438,3,TIRUPUR,Y
749,Point (77.75117025142255045 8.34367269444479298),277528,KOTTAIKARUNKULAM SS,110/33-11,NON GRID,5426,472,7,TIRUNELVELI,Y
750,Point (77.40168444095488098 8.90391249076702884),277526,KEELAPAVOOR SS,110/33-11,NON GRID,5431,472,7,TIRUNELVELI,Y
751,Point (77.70318595902398329 8.18573873371027183),277527,KOODANKULAM SS,110/33-11,NON GRID,5430,472,7,TIRUNELVELI,Y
752,Point (77.71417999999999893 8.68912000000000084),277532,MELAPALAYAM SS,110/33-11,NON GRID,5437,472,7,TIRUNELVELI,Y
753,Point (77.65754415728217452 8.86804079825065372),277530,MANUR SS,110/33-11,NON GRID,5451,472,7,TIRUNELVELI,Y
754,Point (77.59084756486814172 8.71850889950253638),277531,MELAKALLUR SS,110/33-11,GRID,5423,472,7,TIRUNELVELI,Y
755,Point (77.32199040034714699 11.06531770563184303),277045,VEERAPANDY SS,110/33-11,Non-Grid,1624,438,3,TIRUPUR,Y
756,Point (77.61959864530588504 9.28139814832049481),277522,KALINGAPATTI SS,110/33-11,NON GRID,5413,472,7,TIRUNELVELI,Y
757,Point (77.77114119584192053 8.84466399554077931),277519,GANGAIKONDAN SS,110/33-11,NON GRID,5410,472,7,TIRUNELVELI,Y
758,Point (77.57199187851853139 8.60959216725135867),277523,KARISALPATTI SS,110/33-11,NON GRID,5452,472,7,TIRUNELVELI,Y
759,Point (77.41243580424726645 11.12129399405550778),277054,MUTHALIPALAYAM SS,110/33-11,Non-Grid,1618,438,3,TIRUPUR,Y
760,Point (79.9575741587343316 12.71558680627810389),273287,CHENGALPATTU SS,110/33-11,NON GRID,9101,411,9,CHENGALPATTU,Y
761,Point (78.08156291297970597 10.60189967844546466),251190,KOVILUR SS,110/33-11,GRID,3103,450,5,DINDIGUL,Y
762,Point (79.81260008252608884 12.41248057331065802),273280,ACHARAPAKKAM SS,110/33-11,NON GRID,9103,411,9,CHENGALPATTU,Y
763,Point (77.66701242692091967 8.73886368118171397),277538,PALAYAPETTAI SS,110/33-11,NON GRID,5402,472,7,TIRUNELVELI,Y
764,Point (77.77638721142031386 8.71485408672321249),277537,PALAYAMKOTTAI SS,110/33-11,NON GRID,5401,472,7,TIRUNELVELI,Y
765,Point (78.02758808091131471 10.44634433183539457),251231,NALLAMANAR KOTTAI,110/33-11,NON GRID,3153,450,5,DINDIGUL,Y
766,Point (80.01613596093011438 12.78696990957962676),273288,MARAIMALAI NAGAR OUTDOOR,110/33-11,NON GRID,9107,411,9,CHENGALPATTU,Y
767,Point (80.06389834927341553 13.05141304973101768),273293,Thirumalizhai,110/33-11,NON GRID,9117,411,9,CHENGALPATTU,Y
768,Point (80.02800689816800173 13.11831111165925989),273294,Thiruninravoor,110/33-11,NON GRID,9106,411,9,CHENGALPATTU,Y
769,,251240,USILAMPATTI SS,110/33-11,NON GRID,3216,452,5,MADURAI,Y
770,Point (77.84956045392591761 9.71019635181706953),251244,T.KALLUPATTI SS,110/33-11,NON GRID,3212,452,5,MADURAI,Y
771,Point (78.02470643872641176 10.05060007669209199),251256,VADIPATTI,110/33-11,NON GRID,3210,452,5,MADURAI,Y
772,Point (77.97087118615260692 9.91998344304757396),251249,CHECKKANURANI,110/33-11,NON GRID,3223,452,5,MADURAI,Y
773,Point (77.69076203304615547 9.85900281562257419),251251,ELUMALAI SS,110/33-11,NON GRID,3217,452,5,MADURAI,Y
774,Point (77.19987222239457481 10.88389433408960727),276899,SULTHANPETTAI,110/33-11,outdoor,1812,432,3,CBE-SOUTH,Y
775,Point (77.2010552134659207 11.03907160043838864),276926,itchipatty ss,110/33-11,outdoor,1339,432,3,CBE-SOUTH,Y
776,Point (77.13378548839776272 11.17079618864076096),276928,kaduvettypalayam,110/33-11,outdoor,1318,432,3,CBE-SOUTH,Y
777,Point (77.14117103596207414 11.07467788118191976),276930,kaniyur ss,110/33-11,outdoor,1333,432,3,CBE-SOUTH,Y
778,Point (77.19701095876084196 11.1493125334799057),276937,thekkalur ss,110/33-11,outdoor,1308,432,3,CBE-SOUTH,Y
779,Point (77.25559407552245261 10.92437587274916844),276901,KETHANUR (WF),110/33-11,Grid,1815,439,3,PALLADAM,Y
780,Point (77.18384676282603607 11.08785250105769471),276915,somanur,110/33-11,out door,1307,432,3,CBE-SOUTH,Y
781,Point (77.10351291379856775 11.09915862558073485),276920,NEELAMBUR,110/33-11,outdoor,1340,432,3,CBE-SOUTH,Y
782,Point (77.13755875411808915 11.10676532478154854),276919,sellappampallayam ss,110/33-11,out door,1352,432,3,CBE-SOUTH,Y
783,Point (77.08318276656804358 11.35787519103021914),276976,IRUMBORAI,110/33-11,Non-Grid,1213,430,3,CBE-NORTH,Y
784,Point (77.48467678805323544 8.8715368517578721),277516,ALANGULAM SS,110/33-11,NON GRID,5406,472,7,TIRUNELVELI,Y
785,,277026,KANGAYAM SS,110/33-11,Non - Grid,1709,439,3,PALLADAM,Y
786,Point (77.66837463730071534 11.09888928392473417),277030,PALAYAKOTTAI SS,110/33-11,Non-grid,1707,439,3,PALLADAM,Y
787,Point (77.16922795632289933 11.27722863091385186),277032,KANURPUDHUR,110/33-11,Non-Grid,1608,438,3,TIRUPUR,Y
788,Point (77.7010299875414745 10.9932480026571735),277029,RASATHAVALASU SS (R-APDRP),110/33-11,Non-Grid,1710,439,3,PALLADAM,Y
789,Point (77.09711276395461255 10.91605166932684412),276990,EDAYARPALAYAM (WF),110/33-11,Grid,1807,439,3,PALLADAM,Y
790,Point (77.32241685908898887 10.92511943394693041),276996,ELAVANTHY (WF),110/33-11,Grid,1808,439,3,PALLADAM,Y
791,Point (77.37926115194814258 10.97019890335596592),276995,PONGALUR SS,110/33-11,Non Grid,1704,439,3,PALLADAM,Y
792,Point (77.56453569582063778 8.32435075243376943),277590,ANNA NAGAR SS,110/33-11,NON GRID,5914,472,7,TIRUNELVELI,Y
793,Point (77.63960021015671487 9.64989689011196283),277595,WATRAP,110/33-11,OUT DOOR,5225,462,7,VIRUDHUNAGAR,Y
794,Point (77.75647281821454726 9.46232434481895979),277600,SIVAKASI ESI,110/33-11,OUT DOOR,5255,462,7,VIRUDHUNAGAR,Y
795,Point (77.61233255031785916 9.48570114044987456),277611,PADIKKASUVAITHANPATTI,110/33-11,OUTDOOR,5226,462,7,VIRUDHUNAGAR,Y
796,Point (77.58440424362827059 8.25315315856983744),277576,PERUNGUDI SS,110/33-11,NON GRID,5938,472,7,TIRUNELVELI,Y
797,Point (77.54513861702342581 8.24342346691373251),277575,KANNANALLUR SS,110/33-11,NON GRID,5908,472,7,TIRUNELVELI,Y
798,Point (77.59876931032260927 8.17160443544995907),277578,MAHARAJAPURAM SS,110/33-11,NON GRID,5910,472,7,TIRUNELVELI,Y
799,Point (77.57359209393891319 8.22343746509450568),277579,PAZHAVOOR SS,110/33-11,NON GRID,5937,472,7,TIRUNELVELI,Y
800,Point (77.577361669469866 8.17946271338967357),277577,KARUNKULAM SS,110/33-11,NON GRID,5935,472,7,TIRUNELVELI,Y
801,Point (77.52454888106471742 8.93233701578125761),277582,KEELAVEERANAM SS,110/33-11,GRID,5943,472,7,TIRUNELVELI,Y
802,Point (77.61710473438051849 8.20653333308993638),277580,CHIDAMBARAPURAM SS,110/33-11,NON GRID,5917,472,7,TIRUNELVELI,Y
803,Point (77.60552618777734324 8.26687347693035335),277581,VADAKKANKULAM SS,110/33-11,NON GRID,5941,472,7,TIRUNELVELI,Y
804,Point (77.55439520987764013 8.25908156384657488),277587,MUPPANDAL SS,110/33-11,NON GRID,5904,474,7,KANYAKUMARI,Y
805,Point (79.30079452629532 12.89409083835145609),276496,ARCOT SS,110/33-11,NON GRID,7438,412,8,VELLORE,Y
806,Point (78.09922753192833511 9.92865670869174721),251364,ARASARADI SS,110/33-11,Non-Grid,3310,463,5,MADURAI METRO,Y
807,Point (78.15074821061959653 9.94113188455113672),251366,INDUSTRIAL ESTATE SS,110/33-11,Non-Grid,3317,463,5,MADURAI METRO,Y
808,Point (77.98682575954333629 9.39747303890867691),277638,APPAINAICKENPATTI,110/33-11,OUTDOOR,5257,462,7,VIRUDHUNAGAR,Y
809,Point (79.30817606566675693 12.80754945835562886),276500,THIMIRI SS,110/33-11,NON GRID,7410,412,8,VELLORE,Y
810,Point (78.15212999999999965 9.1252999999999993),277690,VILATHIKULAM SS,110/33-11,NON GRID,5130,470,7,TUTICORIN,Y
811,Point (77.89894700000000682 9.13555500000000009),277691,VIJAYAPURI SS,110/33-11,NON GRID,5132,470,7,TUTICORIN,Y
812,Point (78.11682114245003561 9.90554625726480609),251371,VILLAPURAM SS,110/33-11,Non-Grid,3311,463,5,MADURAI METRO,Y
813,Point (77.72464838947534815 8.94497078469723839),277725,AYYANARUTHU SS,110/33-11,NON GRID,5903,470,7,TUTICORIN,Y
814,Point (78.04796899999999482 9.0135430000000003),277676,EPPODUMVENDRAN SS,110/33-11,NON GRID,5103,470,7,TUTICORIN,Y
815,Point (77.95263599999999826 8.65881399999999957),277682,SRI MOOLAKKARAI SS,110/33-11,NON GRID,5141,470,7,TUTICORIN,Y
816,Point (77.90402600000000177 8.44110900000000086),277681,SATTANKULAM SS,110/33-11,NON GRID,5105,470,7,TUTICORIN,Y
817,Point (77.69446399999999642 9.14924000000000071),277687,KALUGUMALAI SS,110/33-11,NON GRID,5111,470,7,TUTICORIN,Y
818,Point (77.85416399999999726 9.18122299999999925),277684,KOVILPATTI SS,110/33-11,NON GRID,5104,470,7,TUTICORIN,Y
819,Point (79.97679034525225461 12.98287057379423537),273313,SRIPERUMPUDUR SS,110/33-11,NON GRID,9104,411,9,CHENGALPATTU,Y
820,Point (80.01332089558697191 12.98872930826613192),273316,IRUNGATUKOTTAI,110/33-11,NON GRID,9105,411,9,CHENGALPATTU,Y
821,Point (78.13985559002610159 9.9759087240869917),251281,THIRUPALAI SS,110/33-11,Non-Grid,3318,463,5,MADURAI METRO,Y
822,Point (77.79886682032824297 9.84123710599163815),251276,CHINNAKATTALAI,110/33-11,NON GRID,3230,452,5,MADURAI,Y
823,Point (78.49632960795503323 9.22606317895572658),251289,KADALADI SS,110/33-11,NON GRID,3504,478,5,RAMNAD,Y
824,Point (79.13725130961405796 9.2797262086857053),251284,MANDABAM SS,110/33-11,NON GRID,3506,478,5,RAMNAD,Y
825,Point (80.18837434123526009 13.05718785298700801),273337,CHINMAYA NAGAR SS,110/33-11,GRID,9234,400,9,Chennai-South 1,Y
826,Point (78.75543029716698129 12.63226432391719989),276463,ALANGAYAM,110/33-11,NON GRID,7304,413,8,TIRUPATTUR EDC,Y
827,Point (77.42911144088732556 8.98983216799643792),277544,SURANDAI SS,110/33-11,NON GRID,5420,472,7,TIRUNELVELI,Y
828,Point (80.10316636013857305 13.03286274672719358),273341,MANGADU SS,110/33-11,GRID,9235,400,9,Chennai-South 1,Y
829,Point (80.220450754337989 13.05323162995628827),273349,KODAMBAKKAM SS,110/33-11,Grid,9207,400,9,Chennai-South 1,Y
830,Point (78.81293440959707652 12.92173429959666464),276467,Paravakkal,110/33-11,NON GRID,7315,413,8,TIRUPATTUR EDC,Y
831,Point (77.71975785731933684 8.79270801751338915),277545,THALAIYUTHU SS,110/33-11,GRID,5409,472,7,TIRUNELVELI,Y
832,Point (80.20345926678164972 13.03530897938720479),273348,KK NAGAR SS,110/33-11,Grid,9205,400,9,Chennai-South 1,Y
833,Point (79.89865062721206357 12.59645879562354587),273326,MOOSIVAKKAM,110/33-11,NON GRID,9102,411,9,CHENGALPATTU,Y
834,Point (80.06791762102845667 12.61052136622657294),273329,TIRUKALUKUNDRAM,110/33-11,NON GRID,9114,411,9,CHENGALPATTU,Y
835,Point (80.18219557776436091 12.6958705543730126),273332,ALATHUR,110/33-11,NON GRID,9110,411,9,CHENGALPATTU,Y
836,Point (80.15366426673445233 13.03084176959067797),273373,PORUR SS,110/33-11,Non-Grid,9208,400,9,Chennai-South 1,Y
837,Point (79.71392142128122771 12.64039712564828299),273384,KALIYAMPOONDI,110/33-11,NON GRID,7219,410,9,KANCHIPURAM,Y
838,Point (79.70023978380253027 12.80956248033956157),273381,ORIKKAI,110/33-11,NON GRID,7204,410,9,KANCHIPURAM,Y
839,Point (79.86898618220413937 12.77816634909158644),273388,PALAYASEEVARAM,110/33-11,NON GRID,7236,410,9,KANCHIPURAM,Y
840,Point (79.69497858211090602 12.85125310437366508),273390,KANCHIPURAM,110/33-11,GRID,7201,410,9,KANCHIPURAM,Y
841,Point (80.21028039601129933 13.01108366455729382),273353,GUINDY SS,110/33-11,Line tap,9230,400,9,Chennai-South 1,Y
842,Point (77.53556109192227552 8.99918183710137676),277546,UTHUMALAI SS,110/33-11,GRID,5408,472,7,TIRUNELVELI,Y
843,Point (77.37328716477557577 8.71956368037520946),277547,VICKRAMASINGAPURAM SS,110/33-11,NON GRID,5421,472,7,TIRUNELVELI,Y
844,Point (78.61080054134485806 12.24926392116528362),276473,grid SINGARAPET SS,110/33-11,GRID,7322,413,8,TIRUPATTUR EDC,Y
845,Point (80.14636922174904043 13.03930626264162562),273362,SRMC SS,110/33-11,Non-Grid,9242,400,9,Chennai-South 1,Y
846,Point (80.2206696026223085 12.97994494776515317),273370,VELACHERRY SS,110/33-11,Line tap,9424,401,9,Chennai-South 2,Y
847,Point (78.58534745609766503 12.47919468920368935),276482,TIRUPATTUR,110/33-11,Grid,7301,413,8,TIRUPATTUR EDC,Y
848,Point (77.60628709710003648 8.31280707343872116),277570,THANDAIYARKULAM SS,110/33-11,NON GRID,5925,472,7,TIRUNELVELI,Y
849,Point (77.65980256310386665 8.95325935950460838),277568,SUNDANKURICHI SS,110/33-11,NON GRID,5940,472,7,TIRUNELVELI,Y
